species,display_name,base_form_group,type1,type2,egggroup1,egggroup2,hp,atk,def,spe,spa,spd,bst,form_type,category_group,excluded_from_normal_pool,exclusion_reason
SPECIES_537,-----,SPECIES_537,NORMAL,NORMAL,NONE,NONE,0,0,0,0,0,0,0,stub_form,normal,1,stub_form
SPECIES_538,-----,SPECIES_538,NORMAL,NORMAL,NONE,NONE,0,0,0,0,0,0,0,stub_form,normal,1,stub_form
SPECIES_539,-----,SPECIES_539,NORMAL,NORMAL,NONE,NONE,0,0,0,0,0,0,0,stub_form,normal,1,stub_form
SPECIES_540,-----,SPECIES_540,NORMAL,NORMAL,NONE,NONE,0,0,0,0,0,0,0,stub_form,normal,1,stub_form
SPECIES_541,-----,SPECIES_541,NORMAL,NORMAL,NONE,NONE,0,0,0,0,0,0,0,stub_form,normal,1,stub_form
SPECIES_542,-----,SPECIES_542,NORMAL,NORMAL,NONE,NONE,0,0,0,0,0,0,0,stub_form,normal,1,stub_form
SPECIES_543,-----,SPECIES_543,NORMAL,NORMAL,NONE,NONE,0,0,0,0,0,0,0,stub_form,normal,1,stub_form
SPECIES_VICTINI,Victini,SPECIES_VICTINI,PSYCHIC,FIRE,UNDISCOVERED,UNDISCOVERED,100,100,100,100,100,100,600,base,mythical,1,mythical
SPECIES_SNIVY,Snivy,SPECIES_SNIVY,GRASS,GRASS,FIELD,GRASS,45,45,55,63,45,55,308,base,normal,0,
SPECIES_SERVINE,Servine,SPECIES_SERVINE,GRASS,GRASS,FIELD,GRASS,60,60,75,83,60,75,413,base,normal,0,
SPECIES_SERPERIOR,Serperior,SPECIES_SERPERIOR,GRASS,GRASS,FIELD,GRASS,75,75,95,113,75,95,528,base,normal,0,
SPECIES_TEPIG,Tepig,SPECIES_TEPIG,FIRE,FIRE,FIELD,FIELD,65,63,45,45,45,45,308,base,normal,0,
SPECIES_PIGNITE,Pignite,SPECIES_PIGNITE,FIRE,FIGHTING,FIELD,FIELD,90,93,55,55,70,55,418,base,normal,0,
SPECIES_EMBOAR,Emboar,SPECIES_EMBOAR,FIRE,FIGHTING,FIELD,FIELD,110,123,65,65,100,65,528,base,normal,0,
SPECIES_OSHAWOTT,Oshawott,SPECIES_OSHAWOTT,WATER,WATER,FIELD,FIELD,55,55,45,45,63,45,308,base,normal,0,
SPECIES_DEWOTT,Dewott,SPECIES_DEWOTT,WATER,WATER,FIELD,FIELD,75,75,60,60,83,60,413,base,normal,0,
SPECIES_SAMUROTT,Samurott,SPECIES_SAMUROTT,WATER,WATER,FIELD,FIELD,95,100,85,70,108,70,528,base,normal,0,
SPECIES_PATRAT,Patrat,SPECIES_PATRAT,NORMAL,NORMAL,FIELD,FIELD,45,55,39,42,35,39,255,base,normal,0,
SPECIES_WATCHOG,Watchog,SPECIES_WATCHOG,NORMAL,NORMAL,FIELD,FIELD,60,85,69,77,60,69,420,base,normal,0,
SPECIES_LILLIPUP,Lillipup,SPECIES_LILLIPUP,NORMAL,NORMAL,FIELD,FIELD,45,60,45,55,25,45,275,base,normal,0,
SPECIES_HERDIER,Herdier,SPECIES_HERDIER,NORMAL,NORMAL,FIELD,FIELD,65,80,65,60,35,65,370,base,normal,0,
SPECIES_STOUTLAND,Stoutland,SPECIES_STOUTLAND,NORMAL,NORMAL,FIELD,FIELD,85,110,90,80,45,90,500,base,normal,0,
SPECIES_PURRLOIN,Purrloin,SPECIES_PURRLOIN,DARK,DARK,FIELD,FIELD,41,50,37,66,50,37,281,base,normal,0,
SPECIES_LIEPARD,Liepard,SPECIES_LIEPARD,DARK,DARK,FIELD,FIELD,64,88,50,106,88,50,446,base,normal,0,
SPECIES_PANSAGE,Pansage,SPECIES_PANSAGE,GRASS,GRASS,FIELD,FIELD,50,53,48,64,53,48,316,base,normal,0,
SPECIES_SIMISAGE,Simisage,SPECIES_SIMISAGE,GRASS,GRASS,FIELD,FIELD,75,98,63,101,98,63,498,base,normal,0,
SPECIES_PANSEAR,Pansear,SPECIES_PANSEAR,FIRE,FIRE,FIELD,FIELD,50,53,48,64,53,48,316,base,normal,0,
SPECIES_SIMISEAR,Simisear,SPECIES_SIMISEAR,FIRE,FIRE,FIELD,FIELD,75,98,63,101,98,63,498,base,normal,0,
SPECIES_PANPOUR,Panpour,SPECIES_PANPOUR,WATER,WATER,FIELD,FIELD,50,53,48,64,53,48,316,base,normal,0,
SPECIES_SIMIPOUR,Simipour,SPECIES_SIMIPOUR,WATER,WATER,FIELD,FIELD,75,98,63,101,98,63,498,base,normal,0,
SPECIES_MUNNA,Munna,SPECIES_MUNNA,PSYCHIC,PSYCHIC,FIELD,FIELD,76,25,45,24,67,55,292,base,normal,0,
SPECIES_MUSHARNA,Musharna,SPECIES_MUSHARNA,PSYCHIC,PSYCHIC,FIELD,FIELD,116,55,85,29,107,95,487,base,normal,0,
SPECIES_PIDOVE,Pidove,SPECIES_PIDOVE,NORMAL,FLYING,FLYING,FLYING,50,55,50,43,36,30,264,base,normal,0,
SPECIES_TRANQUILL,Tranquill,SPECIES_TRANQUILL,NORMAL,FLYING,FLYING,FLYING,62,77,62,65,50,42,358,base,normal,0,
SPECIES_UNFEZANT,Unfezant,SPECIES_UNFEZANT,NORMAL,FLYING,FLYING,FLYING,80,115,80,93,65,55,488,base,normal,0,
SPECIES_BLITZLE,Blitzle,SPECIES_BLITZLE,ELECTRIC,ELECTRIC,FIELD,FIELD,45,60,32,76,50,32,295,base,normal,0,
SPECIES_ZEBSTRIKA,Zebstrika,SPECIES_ZEBSTRIKA,ELECTRIC,ELECTRIC,FIELD,FIELD,75,100,63,116,80,63,497,base,normal,0,
SPECIES_ROGGENROLA,Roggenrola,SPECIES_ROGGENROLA,ROCK,ROCK,MINERAL,MINERAL,55,75,85,15,25,25,280,base,normal,0,
SPECIES_BOLDORE,Boldore,SPECIES_BOLDORE,ROCK,ROCK,MINERAL,MINERAL,70,105,105,20,50,40,390,base,normal,0,
SPECIES_GIGALITH,Gigalith,SPECIES_GIGALITH,ROCK,ROCK,MINERAL,MINERAL,85,135,130,25,60,80,515,base,normal,0,
SPECIES_WOOBAT,Woobat,SPECIES_WOOBAT,PSYCHIC,FLYING,FIELD,FLYING,65,45,43,72,55,43,323,base,normal,0,
SPECIES_SWOOBAT,Swoobat,SPECIES_SWOOBAT,PSYCHIC,FLYING,FIELD,FLYING,67,57,55,114,77,55,425,base,normal,0,
SPECIES_DRILBUR,Drilbur,SPECIES_DRILBUR,GROUND,GROUND,FIELD,FIELD,60,85,40,68,30,45,328,base,normal,0,
SPECIES_EXCADRILL,Excadrill,SPECIES_EXCADRILL,GROUND,STEEL,FIELD,FIELD,110,135,60,88,50,65,508,base,normal,0,
SPECIES_AUDINO,Audino,SPECIES_AUDINO,NORMAL,NORMAL,FAIRY,FAIRY,103,60,86,50,60,86,445,base,normal,0,
SPECIES_TIMBURR,Timburr,SPECIES_TIMBURR,FIGHTING,FIGHTING,HUMAN_LIKE,HUMAN_LIKE,75,80,55,35,25,35,305,base,normal,0,
SPECIES_GURDURR,Gurdurr,SPECIES_GURDURR,FIGHTING,FIGHTING,HUMAN_LIKE,HUMAN_LIKE,85,105,85,40,40,50,405,base,normal,0,
SPECIES_CONKELDURR,Conkeldurr,SPECIES_CONKELDURR,FIGHTING,FIGHTING,HUMAN_LIKE,HUMAN_LIKE,105,140,95,45,55,65,505,base,normal,0,
SPECIES_TYMPOLE,Tympole,SPECIES_TYMPOLE,WATER,WATER,WATER_1,WATER_1,50,50,40,64,50,40,294,base,normal,0,
SPECIES_PALPITOAD,Palpitoad,SPECIES_PALPITOAD,WATER,GROUND,WATER_1,WATER_1,75,65,55,69,65,55,384,base,normal,0,
SPECIES_SEISMITOAD,Seismitoad,SPECIES_SEISMITOAD,WATER,GROUND,WATER_1,WATER_1,105,95,75,74,85,75,509,base,normal,0,
SPECIES_THROH,Throh,SPECIES_THROH,FIGHTING,FIGHTING,HUMAN_LIKE,HUMAN_LIKE,120,100,85,45,30,85,465,base,normal,0,
SPECIES_SAWK,Sawk,SPECIES_SAWK,FIGHTING,FIGHTING,HUMAN_LIKE,HUMAN_LIKE,75,125,75,85,30,75,465,base,normal,0,
SPECIES_SEWADDLE,Sewaddle,SPECIES_SEWADDLE,BUG,GRASS,BUG,BUG,45,53,70,42,40,60,310,base,normal,0,
SPECIES_SWADLOON,Swadloon,SPECIES_SWADLOON,BUG,GRASS,BUG,BUG,55,63,90,42,50,80,380,base,normal,0,
SPECIES_LEAVANNY,Leavanny,SPECIES_LEAVANNY,BUG,GRASS,BUG,BUG,75,103,80,92,70,80,500,base,normal,0,
SPECIES_VENIPEDE,Venipede,SPECIES_VENIPEDE,BUG,POISON,BUG,BUG,30,45,59,57,30,39,260,base,normal,0,
SPECIES_WHIRLIPEDE,Whirlipede,SPECIES_WHIRLIPEDE,BUG,POISON,BUG,BUG,40,55,99,47,40,79,360,base,normal,0,
SPECIES_SCOLIPEDE,Scolipede,SPECIES_SCOLIPEDE,BUG,POISON,BUG,BUG,60,100,89,112,55,69,485,base,normal,0,
SPECIES_COTTONEE,Cottonee,SPECIES_COTTONEE,GRASS,FAIRY,GRASS,FAIRY,40,27,60,66,37,50,280,base,normal,0,
SPECIES_WHIMSICOTT,Whimsicott,SPECIES_WHIMSICOTT,GRASS,FAIRY,GRASS,FAIRY,60,67,85,116,77,75,480,base,normal,0,
SPECIES_PETILIL,Petilil,SPECIES_PETILIL,GRASS,GRASS,GRASS,GRASS,45,35,50,30,70,50,280,base,normal,0,
SPECIES_LILLIGANT,Lilligant,SPECIES_LILLIGANT,GRASS,GRASS,GRASS,GRASS,70,60,75,90,110,75,480,base,normal,0,
SPECIES_BASCULIN,Basculin,SPECIES_BASCULIN,WATER,WATER,WATER_2,WATER_2,70,92,65,98,80,55,460,base,normal,0,
SPECIES_SANDILE,Sandile,SPECIES_SANDILE,GROUND,DARK,FIELD,FIELD,50,72,35,65,35,35,292,base,normal,0,
SPECIES_KROKOROK,Krokorok,SPECIES_KROKOROK,GROUND,DARK,FIELD,FIELD,60,82,45,74,45,45,351,base,normal,0,
SPECIES_KROOKODILE,Krookodile,SPECIES_KROOKODILE,GROUND,DARK,FIELD,FIELD,95,117,80,92,65,70,519,base,normal,0,
SPECIES_DARUMAKA,Darumaka,SPECIES_DARUMAKA,FIRE,FIRE,FIELD,FIELD,70,90,45,50,15,45,315,base,normal,0,
SPECIES_DARMANITAN,Darmanitan,SPECIES_DARMANITAN,FIRE,FIRE,FIELD,FIELD,105,140,55,95,30,55,480,base,normal,0,
SPECIES_MARACTUS,Maractus,SPECIES_MARACTUS,GRASS,GRASS,GRASS,GRASS,75,86,67,60,106,67,461,base,normal,0,
SPECIES_DWEBBLE,Dwebble,SPECIES_DWEBBLE,BUG,ROCK,BUG,MINERAL,50,65,85,55,35,35,325,base,normal,0,
SPECIES_CRUSTLE,Crustle,SPECIES_CRUSTLE,BUG,ROCK,BUG,MINERAL,70,105,125,45,65,75,485,base,normal,0,
SPECIES_SCRAGGY,Scraggy,SPECIES_SCRAGGY,DARK,FIGHTING,FIELD,DRAGON,50,75,70,48,35,70,348,base,normal,0,
SPECIES_SCRAFTY,Scrafty,SPECIES_SCRAFTY,DARK,FIGHTING,FIELD,DRAGON,65,90,115,58,45,115,488,base,normal,0,
SPECIES_SIGILYPH,Sigilyph,SPECIES_SIGILYPH,PSYCHIC,FLYING,FLYING,FLYING,72,58,80,97,103,80,490,base,normal,0,
SPECIES_YAMASK,Yamask,SPECIES_YAMASK,GHOST,GHOST,MINERAL,AMORPHOUS,38,30,85,30,55,65,303,base,normal,0,
SPECIES_COFAGRIGUS,Cofagrigus,SPECIES_COFAGRIGUS,GHOST,GHOST,MINERAL,AMORPHOUS,58,50,145,30,95,105,483,base,normal,0,
SPECIES_TIRTOUGA,Tirtouga,SPECIES_TIRTOUGA,WATER,ROCK,WATER_1,WATER_3,54,78,103,22,53,45,355,base,normal,0,
SPECIES_CARRACOSTA,Carracosta,SPECIES_CARRACOSTA,WATER,ROCK,WATER_1,WATER_3,74,108,133,32,83,65,495,base,normal,0,
SPECIES_ARCHEN,Archen,SPECIES_ARCHEN,ROCK,FLYING,FLYING,WATER_3,55,112,45,70,74,45,401,base,normal,0,
SPECIES_ARCHEOPS,Archeops,SPECIES_ARCHEOPS,ROCK,FLYING,FLYING,WATER_3,75,140,65,110,112,65,567,base,normal,0,
SPECIES_TRUBBISH,Trubbish,SPECIES_TRUBBISH,POISON,POISON,MINERAL,MINERAL,50,50,62,65,40,62,329,base,normal,0,
SPECIES_GARBODOR,Garbodor,SPECIES_GARBODOR,POISON,POISON,MINERAL,MINERAL,80,95,82,75,60,82,474,base,normal,0,
SPECIES_ZORUA,Zorua,SPECIES_ZORUA,DARK,DARK,FIELD,FIELD,40,65,40,65,80,40,330,base,normal,0,
SPECIES_ZOROARK,Zoroark,SPECIES_ZOROARK,DARK,DARK,FIELD,FIELD,60,105,60,105,120,60,510,base,normal,0,
SPECIES_MINCCINO,Minccino,SPECIES_MINCCINO,NORMAL,NORMAL,FIELD,FIELD,55,50,40,75,40,40,300,base,normal,0,
SPECIES_CINCCINO,Cinccino,SPECIES_CINCCINO,NORMAL,NORMAL,FIELD,FIELD,75,95,60,115,65,60,470,base,normal,0,
SPECIES_GOTHITA,Gothita,SPECIES_GOTHITA,PSYCHIC,PSYCHIC,HUMAN_LIKE,HUMAN_LIKE,45,30,50,45,55,65,290,base,normal,0,
SPECIES_GOTHORITA,Gothorita,SPECIES_GOTHORITA,PSYCHIC,PSYCHIC,HUMAN_LIKE,HUMAN_LIKE,60,45,70,55,75,85,390,base,normal,0,
SPECIES_GOTHITELLE,Gothitelle,SPECIES_GOTHITELLE,PSYCHIC,PSYCHIC,HUMAN_LIKE,HUMAN_LIKE,70,55,95,65,95,110,490,base,normal,0,
SPECIES_SOLOSIS,Solosis,SPECIES_SOLOSIS,PSYCHIC,PSYCHIC,AMORPHOUS,AMORPHOUS,45,30,40,20,105,50,290,base,normal,0,
SPECIES_DUOSION,Duosion,SPECIES_DUOSION,PSYCHIC,PSYCHIC,AMORPHOUS,AMORPHOUS,65,40,50,30,125,60,370,base,normal,0,
SPECIES_REUNICLUS,Reuniclus,SPECIES_REUNICLUS,PSYCHIC,PSYCHIC,AMORPHOUS,AMORPHOUS,110,65,75,30,125,85,490,base,normal,0,
SPECIES_DUCKLETT,Ducklett,SPECIES_DUCKLETT,WATER,FLYING,WATER_1,FLYING,62,44,50,55,44,50,305,base,normal,0,
SPECIES_SWANNA,Swanna,SPECIES_SWANNA,WATER,FLYING,WATER_1,FLYING,75,87,63,98,87,63,473,base,normal,0,
SPECIES_VANILLITE,Vanillite,SPECIES_VANILLITE,ICE,ICE,MINERAL,MINERAL,36,50,50,44,65,60,305,base,normal,0,
SPECIES_VANILLISH,Vanillish,SPECIES_VANILLISH,ICE,ICE,MINERAL,MINERAL,51,65,65,59,80,75,395,base,normal,0,
SPECIES_VANILLUXE,Vanilluxe,SPECIES_VANILLUXE,ICE,ICE,MINERAL,MINERAL,71,95,85,79,110,95,535,base,normal,0,
SPECIES_DEERLING,Deerling,SPECIES_DEERLING,NORMAL,GRASS,FIELD,FIELD,60,60,50,75,40,50,335,base,normal,0,
SPECIES_SAWSBUCK,Sawsbuck,SPECIES_SAWSBUCK,NORMAL,GRASS,FIELD,FIELD,80,100,70,95,60,70,475,base,normal,0,
SPECIES_EMOLGA,Emolga,SPECIES_EMOLGA,ELECTRIC,FLYING,FIELD,FIELD,55,75,60,103,75,60,428,base,normal,0,
SPECIES_KARRABLAST,Karrablast,SPECIES_KARRABLAST,BUG,BUG,BUG,BUG,50,75,45,60,40,45,315,base,normal,0,
SPECIES_ESCAVALIER,Escavalier,SPECIES_ESCAVALIER,BUG,STEEL,BUG,BUG,70,135,105,20,60,105,495,base,normal,0,
SPECIES_FOONGUS,Foongus,SPECIES_FOONGUS,GRASS,POISON,GRASS,GRASS,69,55,45,15,55,55,294,base,normal,0,
SPECIES_AMOONGUSS,Amoonguss,SPECIES_AMOONGUSS,GRASS,POISON,GRASS,GRASS,114,85,70,30,85,80,464,base,normal,0,
SPECIES_FRILLISH,Frillish,SPECIES_FRILLISH,WATER,GHOST,AMORPHOUS,AMORPHOUS,55,40,50,40,65,85,335,base,normal,0,
SPECIES_JELLICENT,Jellicent,SPECIES_JELLICENT,WATER,GHOST,AMORPHOUS,AMORPHOUS,100,60,70,60,85,105,480,base,normal,0,
SPECIES_ALOMOMOLA,Alomomola,SPECIES_ALOMOMOLA,WATER,WATER,WATER_1,WATER_2,165,75,80,65,40,45,470,base,normal,0,
SPECIES_JOLTIK,Joltik,SPECIES_JOLTIK,BUG,ELECTRIC,BUG,BUG,50,47,50,65,57,50,319,base,normal,0,
SPECIES_GALVANTULA,Galvantula,SPECIES_GALVANTULA,BUG,ELECTRIC,BUG,BUG,70,77,60,108,97,60,472,base,normal,0,
SPECIES_FERROSEED,Ferroseed,SPECIES_FERROSEED,GRASS,STEEL,GRASS,MINERAL,44,50,91,10,24,86,305,base,normal,0,
SPECIES_FERROTHORN,Ferrothorn,SPECIES_FERROTHORN,GRASS,STEEL,GRASS,MINERAL,74,94,131,20,54,116,489,base,normal,0,
SPECIES_KLINK,Klink,SPECIES_KLINK,STEEL,STEEL,MINERAL,MINERAL,40,55,70,30,45,60,300,base,normal,0,
SPECIES_KLANG,Klang,SPECIES_KLANG,STEEL,STEEL,MINERAL,MINERAL,60,80,95,50,70,85,440,base,normal,0,
SPECIES_KLINKLANG,Klinklang,SPECIES_KLINKLANG,STEEL,STEEL,MINERAL,MINERAL,60,100,115,90,70,85,520,base,normal,0,
SPECIES_TYNAMO,Tynamo,SPECIES_TYNAMO,ELECTRIC,ELECTRIC,AMORPHOUS,AMORPHOUS,35,55,40,60,45,40,275,base,normal,0,
SPECIES_EELEKTRIK,Eelektrik,SPECIES_EELEKTRIK,ELECTRIC,ELECTRIC,AMORPHOUS,AMORPHOUS,65,85,70,40,75,70,405,base,normal,0,
SPECIES_EELEKTROSS,Eelektross,SPECIES_EELEKTROSS,ELECTRIC,ELECTRIC,AMORPHOUS,AMORPHOUS,85,115,80,50,105,80,515,base,normal,0,
SPECIES_ELGYEM,Elgyem,SPECIES_ELGYEM,PSYCHIC,PSYCHIC,HUMAN_LIKE,HUMAN_LIKE,55,55,55,30,85,55,335,base,normal,0,
SPECIES_BEHEEYEM,Beheeyem,SPECIES_BEHEEYEM,PSYCHIC,PSYCHIC,HUMAN_LIKE,HUMAN_LIKE,75,75,75,40,125,95,485,base,normal,0,
SPECIES_LITWICK,Litwick,SPECIES_LITWICK,GHOST,FIRE,AMORPHOUS,AMORPHOUS,50,30,55,20,65,55,275,base,normal,0,
SPECIES_LAMPENT,Lampent,SPECIES_LAMPENT,GHOST,FIRE,AMORPHOUS,AMORPHOUS,60,40,60,55,95,60,370,base,normal,0,
SPECIES_CHANDELURE,Chandelure,SPECIES_CHANDELURE,GHOST,FIRE,AMORPHOUS,AMORPHOUS,60,55,90,80,145,90,520,base,normal,0,
SPECIES_AXEW,Axew,SPECIES_AXEW,DRAGON,DRAGON,MONSTER,DRAGON,46,87,60,57,30,40,320,base,normal,0,
SPECIES_FRAXURE,Fraxure,SPECIES_FRAXURE,DRAGON,DRAGON,MONSTER,DRAGON,66,117,70,67,40,50,410,base,normal,0,
SPECIES_HAXORUS,Haxorus,SPECIES_HAXORUS,DRAGON,DRAGON,MONSTER,DRAGON,76,147,90,97,60,70,540,base,normal,0,
SPECIES_CUBCHOO,Cubchoo,SPECIES_CUBCHOO,ICE,ICE,FIELD,FIELD,55,70,40,40,60,40,305,base,normal,0,
SPECIES_BEARTIC,Beartic,SPECIES_BEARTIC,ICE,ICE,FIELD,FIELD,95,130,80,50,70,80,505,base,normal,0,
SPECIES_CRYOGONAL,Cryogonal,SPECIES_CRYOGONAL,ICE,ICE,MINERAL,MINERAL,80,50,50,105,95,135,515,base,normal,0,
SPECIES_SHELMET,Shelmet,SPECIES_SHELMET,BUG,BUG,BUG,BUG,50,40,85,25,40,65,305,base,normal,0,
SPECIES_ACCELGOR,Accelgor,SPECIES_ACCELGOR,BUG,BUG,BUG,BUG,80,70,40,145,100,60,495,base,normal,0,
SPECIES_STUNFISK,Stunfisk,SPECIES_STUNFISK,GROUND,ELECTRIC,WATER_1,AMORPHOUS,109,66,84,32,81,99,471,base,normal,0,
SPECIES_MIENFOO,Mienfoo,SPECIES_MIENFOO,FIGHTING,FIGHTING,FIELD,HUMAN_LIKE,45,85,50,65,55,50,350,base,normal,0,
SPECIES_MIENSHAO,Mienshao,SPECIES_MIENSHAO,FIGHTING,FIGHTING,FIELD,HUMAN_LIKE,65,125,60,105,95,60,510,base,normal,0,
SPECIES_DRUDDIGON,Druddigon,SPECIES_DRUDDIGON,DRAGON,DRAGON,DRAGON,MONSTER,77,120,90,48,60,90,485,base,normal,0,
SPECIES_GOLETT,Golett,SPECIES_GOLETT,GROUND,GHOST,MINERAL,MINERAL,59,74,50,35,35,50,303,base,normal,0,
SPECIES_GOLURK,Golurk,SPECIES_GOLURK,GROUND,GHOST,MINERAL,MINERAL,89,124,80,55,55,80,483,base,normal,0,
SPECIES_PAWNIARD,Pawniard,SPECIES_PAWNIARD,DARK,STEEL,HUMAN_LIKE,HUMAN_LIKE,45,85,70,60,40,40,340,base,normal,0,
SPECIES_BISHARP,Bisharp,SPECIES_BISHARP,DARK,STEEL,HUMAN_LIKE,HUMAN_LIKE,65,125,100,70,60,70,490,base,normal,0,
SPECIES_BOUFFALANT,Bouffalant,SPECIES_BOUFFALANT,NORMAL,NORMAL,FIELD,FIELD,95,110,95,55,40,95,490,base,normal,0,
SPECIES_RUFFLET,Rufflet,SPECIES_RUFFLET,NORMAL,FLYING,FLYING,FLYING,70,83,50,60,37,50,350,base,normal,0,
SPECIES_BRAVIARY,Braviary,SPECIES_BRAVIARY,NORMAL,FLYING,FLYING,FLYING,100,123,75,80,57,75,510,base,normal,0,
SPECIES_VULLABY,Vullaby,SPECIES_VULLABY,DARK,FLYING,FLYING,FLYING,70,55,75,60,45,65,370,base,normal,0,
SPECIES_MANDIBUZZ,Mandibuzz,SPECIES_MANDIBUZZ,DARK,FLYING,FLYING,FLYING,110,65,105,80,55,95,510,base,normal,0,
SPECIES_HEATMOR,Heatmor,SPECIES_HEATMOR,FIRE,FIRE,FIELD,FIELD,85,97,66,65,105,66,484,base,normal,0,
SPECIES_DURANT,Durant,SPECIES_DURANT,BUG,STEEL,BUG,BUG,58,109,112,109,48,48,484,base,normal,0,
SPECIES_DEINO,Deino,SPECIES_DEINO,DARK,DRAGON,DRAGON,DRAGON,52,65,50,38,45,50,300,base,normal,0,
SPECIES_ZWEILOUS,Zweilous,SPECIES_ZWEILOUS,DARK,DRAGON,DRAGON,DRAGON,72,85,70,58,65,70,420,base,normal,0,
SPECIES_HYDREIGON,Hydreigon,SPECIES_HYDREIGON,DARK,DRAGON,DRAGON,DRAGON,92,105,90,98,125,90,600,base,normal,0,
SPECIES_LARVESTA,Larvesta,SPECIES_LARVESTA,BUG,FIRE,BUG,BUG,55,85,55,60,50,55,360,base,normal,0,
SPECIES_VOLCARONA,Volcarona,SPECIES_VOLCARONA,BUG,FIRE,BUG,BUG,85,60,65,100,135,105,550,base,normal,0,
SPECIES_COBALION,Cobalion,SPECIES_COBALION,STEEL,FIGHTING,UNDISCOVERED,UNDISCOVERED,91,90,129,108,90,72,580,base,sublegend,1,sublegend
SPECIES_TERRAKION,Terrakion,SPECIES_TERRAKION,ROCK,FIGHTING,UNDISCOVERED,UNDISCOVERED,91,129,90,108,72,90,580,base,sublegend,1,sublegend
SPECIES_VIRIZION,Virizion,SPECIES_VIRIZION,GRASS,FIGHTING,UNDISCOVERED,UNDISCOVERED,91,90,72,108,90,129,580,base,sublegend,1,sublegend
SPECIES_TORNADUS,Tornadus,SPECIES_TORNADUS,FLYING,FLYING,UNDISCOVERED,UNDISCOVERED,79,115,70,111,125,80,580,base,sublegend,1,sublegend
SPECIES_THUNDURUS,Thundurus,SPECIES_THUNDURUS,ELECTRIC,FLYING,UNDISCOVERED,UNDISCOVERED,79,115,70,111,125,80,580,base,sublegend,1,sublegend
SPECIES_RESHIRAM,Reshiram,SPECIES_RESHIRAM,DRAGON,FIRE,UNDISCOVERED,UNDISCOVERED,100,120,100,90,150,120,680,base,legendary,1,legendary
SPECIES_ZEKROM,Zekrom,SPECIES_ZEKROM,DRAGON,ELECTRIC,UNDISCOVERED,UNDISCOVERED,100,150,120,90,120,100,680,base,legendary,1,legendary
SPECIES_LANDORUS,Landorus,SPECIES_LANDORUS,GROUND,FLYING,UNDISCOVERED,UNDISCOVERED,89,125,90,101,115,80,600,base,sublegend,1,sublegend
SPECIES_KYUREM,Kyurem,SPECIES_KYUREM,DRAGON,ICE,UNDISCOVERED,UNDISCOVERED,125,130,90,95,130,90,660,base,legendary,1,legendary
SPECIES_KELDEO,Keldeo,SPECIES_KELDEO,WATER,FIGHTING,UNDISCOVERED,UNDISCOVERED,91,72,90,108,129,90,580,base,mythical,1,mythical
SPECIES_MELOETTA,Meloetta,SPECIES_MELOETTA,NORMAL,PSYCHIC,UNDISCOVERED,UNDISCOVERED,100,77,77,90,128,128,600,base,mythical,1,mythical
SPECIES_GENESECT,Genesect,SPECIES_GENESECT,BUG,STEEL,UNDISCOVERED,UNDISCOVERED,71,120,95,99,120,95,600,base,mythical,1,mythical
SPECIES_CHESPIN,Chespin,SPECIES_CHESPIN,GRASS,GRASS,FIELD,FIELD,56,61,65,38,48,45,313,base,normal,0,
SPECIES_QUILLADIN,Quilladin,SPECIES_QUILLADIN,GRASS,GRASS,FIELD,FIELD,61,78,95,57,56,58,405,base,normal,0,
SPECIES_CHESNAUGHT,Chesnaught,SPECIES_CHESNAUGHT,GRASS,FIGHTING,FIELD,FIELD,88,107,122,64,74,75,530,base,normal,0,
SPECIES_FENNEKIN,Fennekin,SPECIES_FENNEKIN,FIRE,FIRE,FIELD,FIELD,40,45,40,60,62,60,307,base,normal,0,
SPECIES_BRAIXEN,Braixen,SPECIES_BRAIXEN,FIRE,FIRE,FIELD,FIELD,59,59,58,73,90,70,409,base,normal,0,
SPECIES_DELPHOX,Delphox,SPECIES_DELPHOX,FIRE,PSYCHIC,FIELD,FIELD,75,69,72,104,114,100,534,base,normal,0,
SPECIES_FROAKIE,Froakie,SPECIES_FROAKIE,WATER,WATER,WATER_1,WATER_1,41,56,40,71,62,44,314,base,normal,0,
SPECIES_FROGADIER,Frogadier,SPECIES_FROGADIER,WATER,WATER,WATER_1,WATER_1,54,63,52,97,83,56,405,base,normal,0,
SPECIES_GRENINJA,Greninja,SPECIES_GRENINJA,WATER,DARK,WATER_1,WATER_1,72,95,67,122,103,71,530,base,normal,0,
SPECIES_BUNNELBY,Bunnelby,SPECIES_BUNNELBY,NORMAL,NORMAL,FIELD,FIELD,38,36,38,57,32,36,237,base,normal,0,
SPECIES_DIGGERSBY,Diggersby,SPECIES_DIGGERSBY,NORMAL,GROUND,FIELD,FIELD,85,56,77,78,50,77,423,base,normal,0,
SPECIES_FLETCHLING,Fletchling,SPECIES_FLETCHLING,NORMAL,FLYING,FLYING,FLYING,45,50,43,62,40,38,278,base,normal,0,
SPECIES_FLETCHINDER,Flechinder,SPECIES_FLETCHINDER,FIRE,FLYING,FLYING,FLYING,62,73,55,84,56,52,382,base,normal,0,
SPECIES_TALONFLAME,Talonflame,SPECIES_TALONFLAME,FIRE,FLYING,FLYING,FLYING,78,81,71,126,74,69,499,base,normal,0,
SPECIES_SCATTERBUG,Scatterbug,SPECIES_SCATTERBUG,BUG,BUG,BUG,BUG,38,35,40,35,27,25,200,base,normal,0,
