original_species,candidate_species,shared_types,shared_egggroups,bst_delta,category_rule,fallback_tier
SPECIES_TOGETIC,SPECIES_HONCHKROW,FLYING,FLYING,100,normal_pool,3
SPECIES_TOGETIC,SPECIES_DUCKLETT,FLYING,FLYING,-100,normal_pool,3
SPECIES_TOGETIC,SPECIES_CUTIEFLY,FAIRY,FAIRY,-101,normal_pool,3
SPECIES_TOGETIC,SPECIES_TINKATON,FAIRY,FAIRY,101,normal_pool,3
SPECIES_TOGETIC,SPECIES_FLABEBE,FAIRY,FAIRY,-102,normal_pool,3
SPECIES_TOGETIC,SPECIES_SNUBBULL,FAIRY,FAIRY,-105,normal_pool,3
SPECIES_TOGETIC,SPECIES_BRAVIARY,FLYING,FLYING,105,normal_pool,3
SPECIES_TOGETIC,SPECIES_MANDIBUZZ,FLYING,FLYING,105,normal_pool,3
SPECIES_TOGETIC,SPECIES_HATTERENE,FAIRY,FAIRY,105,normal_pool,3
SPECIES_TOGETIC,SPECIES_GRIMMSNARL,FAIRY,FAIRY,105,normal_pool,3
SPECIES_TOGETIC,SPECIES_BRAVIARY_HISUIAN,FLYING,FLYING,105,normal_pool,3
SPECIES_TORCHIC,SPECIES_SCORBUNNY,FIRE,FIELD,0,normal_pool,1
SPECIES_TORCHIC,SPECIES_FUECOCO,FIRE,FIELD,0,normal_pool,1
SPECIES_TORCHIC,SPECIES_CYNDAQUIL,FIRE,FIELD,-1,normal_pool,1
SPECIES_TORCHIC,SPECIES_CHIMCHAR,FIRE,FIELD,-1,normal_pool,1
SPECIES_TORCHIC,SPECIES_TEPIG,FIRE,FIELD,-2,normal_pool,1
SPECIES_TORCHIC,SPECIES_FENNEKIN,FIRE,FIELD,-3,normal_pool,1
SPECIES_TORCHIC,SPECIES_NUMEL,FIRE,FIELD,-5,normal_pool,1
SPECIES_TORCHIC,SPECIES_DARUMAKA,FIRE,FIELD,5,normal_pool,1
SPECIES_TORCHIC,SPECIES_PANSEAR,FIRE,FIELD,6,normal_pool,1
SPECIES_TORCHIC,SPECIES_LITTEN,FIRE,FIELD,10,normal_pool,1
SPECIES_TORCHIC,SPECIES_VULPIX,FIRE,FIELD,-11,normal_pool,1
SPECIES_TORCHIC,SPECIES_HOUNDOUR,FIRE,FIELD,20,normal_pool,1
SPECIES_TORCHIC,SPECIES_GROWLITHE,FIRE,FIELD,40,normal_pool,1
SPECIES_TORCHIC,SPECIES_GROWLITHE_HISUIAN,FIRE,FIELD,40,normal_pool,1
SPECIES_TORCHIC,SPECIES_LITLEO,FIRE,FIELD,59,normal_pool,2
SPECIES_TORCHIC,SPECIES_QUILAVA,FIRE,FIELD,95,normal_pool,3
SPECIES_TORCHIC,SPECIES_COMBUSKEN,FIRE,FIELD,95,normal_pool,3
SPECIES_TORCHIC,SPECIES_MONFERNO,FIRE,FIELD,95,normal_pool,3
SPECIES_TORCHIC,SPECIES_BRAIXEN,FIRE,FIELD,99,normal_pool,3
SPECIES_TORCHIC,SPECIES_PONYTA,FIRE,FIELD,100,normal_pool,3
SPECIES_TORCHIC,SPECIES_CROCALOR,FIRE,FIELD,101,normal_pool,3
SPECIES_TORKOAL,SPECIES_CAMERUPT,FIRE,FIELD,-10,normal_pool,1
SPECIES_TORKOAL,SPECIES_DARMANITAN,FIRE,FIELD,10,normal_pool,1
SPECIES_TORKOAL,SPECIES_HEATMOR,FIRE,FIELD,14,normal_pool,1
SPECIES_TORKOAL,SPECIES_SIMISEAR,FIRE,FIELD,28,normal_pool,1
SPECIES_TORKOAL,SPECIES_RAPIDASH,FIRE,FIELD,30,normal_pool,1
SPECIES_TORKOAL,SPECIES_HOUNDOOM,FIRE,FIELD,30,normal_pool,1
SPECIES_TORKOAL,SPECIES_NINETALES,FIRE,FIELD,35,normal_pool,1
SPECIES_TORKOAL,SPECIES_PYROAR,FIRE,FIELD,37,normal_pool,1
SPECIES_TORKOAL,SPECIES_PYROAR_FEMALE,FIRE,FIELD,37,normal_pool,1
SPECIES_TORKOAL,SPECIES_TORRACAT,FIRE,FIELD,-50,normal_pool,2
SPECIES_TORKOAL,SPECIES_RABOOT,FIRE,FIELD,-50,normal_pool,2
SPECIES_TORKOAL,SPECIES_PIGNITE,FIRE,FIELD,-52,normal_pool,2
SPECIES_TORKOAL,SPECIES_FLAREON,FIRE,FIELD,55,normal_pool,2
SPECIES_TORKOAL,SPECIES_EMBOAR,FIRE,FIELD,58,normal_pool,2
SPECIES_TORKOAL,SPECIES_CROCALOR,FIRE,FIELD,-59,normal_pool,2
SPECIES_TORKOAL,SPECIES_PONYTA,FIRE,FIELD,-60,normal_pool,2
SPECIES_TORKOAL,SPECIES_BLAZIKEN,FIRE,FIELD,60,normal_pool,2
SPECIES_TORKOAL,SPECIES_INCINEROAR,FIRE,FIELD,60,normal_pool,2
SPECIES_TORKOAL,SPECIES_CINDERACE,FIRE,FIELD,60,normal_pool,2
SPECIES_TORKOAL,SPECIES_SKELEDIRGE,FIRE,FIELD,60,normal_pool,2
SPECIES_TORKOAL,SPECIES_BRAIXEN,FIRE,FIELD,-61,normal_pool,2
SPECIES_TORKOAL,SPECIES_TYPHLOSION,FIRE,FIELD,64,normal_pool,2
SPECIES_TORKOAL,SPECIES_INFERNAPE,FIRE,FIELD,64,normal_pool,2
SPECIES_TORKOAL,SPECIES_DELPHOX,FIRE,FIELD,64,normal_pool,2
SPECIES_TORKOAL,SPECIES_TYPHLOSION_HISUIAN,FIRE,FIELD,64,normal_pool,2
SPECIES_TORKOAL,SPECIES_QUILAVA,FIRE,FIELD,-65,normal_pool,2
SPECIES_TORKOAL,SPECIES_COMBUSKEN,FIRE,FIELD,-65,normal_pool,2
SPECIES_TORKOAL,SPECIES_MONFERNO,FIRE,FIELD,-65,normal_pool,2
SPECIES_TORKOAL,SPECIES_DARMANITAN_ZEN_MODE_GALARIAN,FIRE,FIELD,70,normal_pool,2
SPECIES_TORKOAL,SPECIES_ARCANINE,FIRE,FIELD,85,normal_pool,3
SPECIES_TORKOAL,SPECIES_LITLEO,FIRE,FIELD,-101,normal_pool,3
SPECIES_TORNADUS,SPECIES_ARTICUNO,FLYING,UNDISCOVERED,0,same_category:sublegend,1
SPECIES_TORNADUS,SPECIES_ZAPDOS,FLYING,UNDISCOVERED,0,same_category:sublegend,1
SPECIES_TORNADUS,SPECIES_MOLTRES,FLYING,UNDISCOVERED,0,same_category:sublegend,1
SPECIES_TORNADUS,SPECIES_THUNDURUS,FLYING,UNDISCOVERED,0,same_category:sublegend,1
SPECIES_TORNADUS,SPECIES_ENAMORUS,FLYING,UNDISCOVERED,0,same_category:sublegend,1
SPECIES_TORNADUS,SPECIES_LANDORUS,FLYING,UNDISCOVERED,20,same_category:sublegend,1
SPECIES_TORRACAT,SPECIES_RABOOT,FIRE,FIELD,0,normal_pool,1
SPECIES_TORRACAT,SPECIES_PIGNITE,FIRE,FIELD,-2,normal_pool,1
SPECIES_TORRACAT,SPECIES_CROCALOR,FIRE,FIELD,-9,normal_pool,1
SPECIES_TORRACAT,SPECIES_PONYTA,FIRE,FIELD,-10,normal_pool,1
SPECIES_TORRACAT,SPECIES_BRAIXEN,FIRE,FIELD,-11,normal_pool,1
SPECIES_TORRACAT,SPECIES_QUILAVA,FIRE,FIELD,-15,normal_pool,1
SPECIES_TORRACAT,SPECIES_COMBUSKEN,FIRE,FIELD,-15,normal_pool,1
SPECIES_TORRACAT,SPECIES_MONFERNO,FIRE,FIELD,-15,normal_pool,1
SPECIES_TORRACAT,SPECIES_CAMERUPT,FIRE,FIELD,40,normal_pool,1
SPECIES_TORRACAT,SPECIES_TORKOAL,FIRE,FIELD,50,normal_pool,2
SPECIES_TORRACAT,SPECIES_LITLEO,FIRE,FIELD,-51,normal_pool,2
SPECIES_TORRACAT,SPECIES_DARMANITAN,FIRE,FIELD,60,normal_pool,2
SPECIES_TORRACAT,SPECIES_HEATMOR,FIRE,FIELD,64,normal_pool,2
SPECIES_TORRACAT,SPECIES_GROWLITHE,FIRE,FIELD,-70,normal_pool,2
SPECIES_TORRACAT,SPECIES_GROWLITHE_HISUIAN,FIRE,FIELD,-70,normal_pool,2
SPECIES_TORRACAT,SPECIES_SIMISEAR,FIRE,FIELD,78,normal_pool,3
SPECIES_TORRACAT,SPECIES_RAPIDASH,FIRE,FIELD,80,normal_pool,3
SPECIES_TORRACAT,SPECIES_HOUNDOOM,FIRE,FIELD,80,normal_pool,3
SPECIES_TORRACAT,SPECIES_NINETALES,FIRE,FIELD,85,normal_pool,3
SPECIES_TORRACAT,SPECIES_PYROAR,FIRE,FIELD,87,normal_pool,3
SPECIES_TORRACAT,SPECIES_PYROAR_FEMALE,FIRE,FIELD,87,normal_pool,3
SPECIES_TORRACAT,SPECIES_HOUNDOUR,FIRE,FIELD,-90,normal_pool,3
SPECIES_TORRACAT,SPECIES_LITTEN,FIRE,FIELD,-100,normal_pool,3
SPECIES_TORRACAT,SPECIES_PANSEAR,FIRE,FIELD,-104,normal_pool,3
SPECIES_TORRACAT,SPECIES_FLAREON,FIRE,FIELD,105,normal_pool,3
SPECIES_TORRACAT,SPECIES_DARUMAKA,FIRE,FIELD,-105,normal_pool,3
SPECIES_TORTERRA,SPECIES_VENUSAUR,GRASS,"GRASS,MONSTER",0,normal_pool,1
SPECIES_TORTERRA,SPECIES_MEGANIUM,GRASS,"GRASS,MONSTER",0,normal_pool,1
SPECIES_TORTERRA,SPECIES_SERPERIOR,GRASS,GRASS,3,normal_pool,1
SPECIES_TORTERRA,SPECIES_EXEGGUTOR,GRASS,GRASS,5,normal_pool,1
SPECIES_TORTERRA,SPECIES_SCEPTILE,GRASS,MONSTER,5,normal_pool,1
SPECIES_TORTERRA,SPECIES_RILLABOOM,GRASS,GRASS,5,normal_pool,1
SPECIES_TORTERRA,SPECIES_MEOWSCARADA,GRASS,GRASS,5,normal_pool,1
SPECIES_TORTERRA,SPECIES_EXEGGUTOR_ALOLAN,GRASS,GRASS,5,normal_pool,1
SPECIES_TORTERRA,SPECIES_SWAMPERT,GROUND,MONSTER,10,normal_pool,1
SPECIES_TORTERRA,SPECIES_ROSERADE,GRASS,GRASS,-10,normal_pool,1
SPECIES_TORTERRA,SPECIES_RHYPERIOR,GROUND,MONSTER,10,normal_pool,1
SPECIES_TORTERRA,SPECIES_TANGROWTH,GRASS,GRASS,10,normal_pool,1
SPECIES_TORTERRA,SPECIES_TOEDSCRUEL,"GRASS,GROUND",GRASS,-10,normal_pool,1
SPECIES_TORTERRA,SPECIES_TSAREENA,GRASS,GRASS,-15,normal_pool,1
SPECIES_TORTERRA,SPECIES_ARBOLIVA,GRASS,GRASS,-15,normal_pool,1
SPECIES_TORTERRA,SPECIES_HYDRAPPLE,GRASS,GRASS,15,normal_pool,1
SPECIES_TORTERRA,SPECIES_NIDOKING,GROUND,MONSTER,-20,normal_pool,1
SPECIES_TORTERRA,SPECIES_ABOMASNOW,GRASS,"GRASS,MONSTER",-31,normal_pool,1
SPECIES_TORTERRA,SPECIES_VILEPLUME,GRASS,GRASS,-35,normal_pool,1
SPECIES_TORTERRA,SPECIES_VICTREEBEL,GRASS,GRASS,-35,normal_pool,1
SPECIES_TORTERRA,SPECIES_BELLOSSOM,GRASS,GRASS,-35,normal_pool,1
SPECIES_TORTERRA,SPECIES_FERROTHORN,GRASS,GRASS,-36,normal_pool,1
SPECIES_TORTERRA,SPECIES_SCOVILLAIN,GRASS,GRASS,-39,normal_pool,1
SPECIES_TORTERRA,SPECIES_RHYDON,GROUND,MONSTER,-40,normal_pool,1
SPECIES_TORTERRA,SPECIES_FLAPPLE,GRASS,GRASS,-40,normal_pool,1
SPECIES_TORTERRA,SPECIES_APPLETUN,GRASS,GRASS,-40,normal_pool,1
SPECIES_TORTERRA,SPECIES_DIPPLIN,GRASS,GRASS,-40,normal_pool,1
SPECIES_TORTERRA,SPECIES_LUDICOLO,GRASS,GRASS,-45,normal_pool,1
SPECIES_TORTERRA,SPECIES_SHIFTRY,GRASS,GRASS,-45,normal_pool,1
SPECIES_TORTERRA,SPECIES_WHIMSICOTT,GRASS,GRASS,-45,normal_pool,1
SPECIES_TORTERRA,SPECIES_LILLIGANT,GRASS,GRASS,-45,normal_pool,1
SPECIES_TORTERRA,SPECIES_LURANTIS,GRASS,GRASS,-45,normal_pool,1
SPECIES_TORTERRA,SPECIES_BRAMBLEGHAST,GRASS,GRASS,-45,normal_pool,1
SPECIES_TORTERRA,SPECIES_LILLIGANT_HISUIAN,GRASS,GRASS,-45,normal_pool,1
SPECIES_TORTERRA,SPECIES_CACTURNE,GRASS,GRASS,-50,normal_pool,2
SPECIES_TORTERRA,SPECIES_TREVENANT,GRASS,GRASS,-51,normal_pool,2
SPECIES_TORTERRA,SPECIES_AMOONGUSS,GRASS,GRASS,-61,normal_pool,2
SPECIES_TORTERRA,SPECIES_MARACTUS,GRASS,GRASS,-64,normal_pool,2
SPECIES_TORTERRA,SPECIES_JUMPLUFF,GRASS,GRASS,-65,normal_pool,2
SPECIES_TORTERRA,SPECIES_BRELOOM,GRASS,GRASS,-65,normal_pool,2
SPECIES_TORTERRA,SPECIES_TROPIUS,GRASS,"GRASS,MONSTER",-65,normal_pool,2
SPECIES_TORTERRA,SPECIES_ELDEGOSS,GRASS,GRASS,-65,normal_pool,2
SPECIES_TORTERRA,SPECIES_CARNIVINE,GRASS,GRASS,-71,normal_pool,3
SPECIES_TORTERRA,SPECIES_CHERRIM,GRASS,GRASS,-75,normal_pool,3
SPECIES_TORTERRA,SPECIES_GARCHOMP,GROUND,MONSTER,75,normal_pool,3
SPECIES_TORTERRA,SPECIES_TANGELA,GRASS,GRASS,-90,normal_pool,3
SPECIES_TORTERRA,SPECIES_MAROWAK,GROUND,MONSTER,-100,normal_pool,3
SPECIES_TORTERRA,SPECIES_SUNFLORA,GRASS,GRASS,-100,normal_pool,3
SPECIES_TORTERRA,SPECIES_THWACKEY,GRASS,GRASS,-105,normal_pool,3
SPECIES_TOTODILE,SPECIES_SQUIRTLE,WATER,"MONSTER,WATER_1",0,normal_pool,1
SPECIES_TOTODILE,SPECIES_PIPLUP,WATER,WATER_1,0,normal_pool,1
SPECIES_TOTODILE,SPECIES_FROAKIE,WATER,WATER_1,0,normal_pool,1
SPECIES_TOTODILE,SPECIES_SLOWPOKE,WATER,"MONSTER,WATER_1",1,normal_pool,1
SPECIES_TOTODILE,SPECIES_MUDKIP,WATER,"MONSTER,WATER_1",-4,normal_pool,1
SPECIES_TOTODILE,SPECIES_SOBBLE,WATER,WATER_1,-4,normal_pool,1
SPECIES_TOTODILE,SPECIES_QUAXLY,WATER,WATER_1,-4,normal_pool,1
SPECIES_TOTODILE,SPECIES_PSYDUCK,WATER,WATER_1,6,normal_pool,1
SPECIES_TOTODILE,SPECIES_CORPHISH,WATER,WATER_1,-6,normal_pool,1
SPECIES_TOTODILE,SPECIES_SKRELP,WATER,WATER_1,6,normal_pool,1
SPECIES_TOTODILE,SPECIES_POPPLIO,WATER,WATER_1,6,normal_pool,1
SPECIES_TOTODILE,SPECIES_DUCKLETT,WATER,WATER_1,-9,normal_pool,1
SPECIES_TOTODILE,SPECIES_MAREANIE,WATER,WATER_1,-9,normal_pool,1
SPECIES_TOTODILE,SPECIES_SEEL,WATER,WATER_1,11,normal_pool,1
SPECIES_TOTODILE,SPECIES_SHELLOS,WATER,WATER_1,11,normal_pool,1
SPECIES_TOTODILE,SPECIES_POLIWAG,WATER,WATER_1,-14,normal_pool,1
SPECIES_TOTODILE,SPECIES_REMORAID,WATER,WATER_1,-14,normal_pool,1
SPECIES_TOTODILE,SPECIES_BUIZEL,WATER,WATER_1,16,normal_pool,1
SPECIES_TOTODILE,SPECIES_CLAUNCHER,WATER,WATER_1,16,normal_pool,1
SPECIES_TOTODILE,SPECIES_HORSEA,WATER,WATER_1,-19,normal_pool,1
SPECIES_TOTODILE,SPECIES_TYMPOLE,WATER,WATER_1,-20,normal_pool,1
SPECIES_TOTODILE,SPECIES_SPHEAL,WATER,WATER_1,-24,normal_pool,1
SPECIES_TOTODILE,SPECIES_LOMBRE,WATER,WATER_1,26,normal_pool,1
SPECIES_TOTODILE,SPECIES_CHEWTLE,WATER,"MONSTER,WATER_1",-30,normal_pool,1
SPECIES_TOTODILE,SPECIES_CLAMPERL,WATER,WATER_1,31,normal_pool,1
SPECIES_TOTODILE,SPECIES_OMANYTE,WATER,WATER_1,41,normal_pool,1
SPECIES_TOTODILE,SPECIES_KABUTO,WATER,WATER_1,41,normal_pool,1
SPECIES_TOTODILE,SPECIES_TIRTOUGA,WATER,WATER_1,41,normal_pool,1
SPECIES_TOTODILE,SPECIES_WINGULL,WATER,WATER_1,-44,normal_pool,1
SPECIES_TOTODILE,SPECIES_SURSKIT,WATER,WATER_1,-45,normal_pool,1
SPECIES_TOTODILE,SPECIES_DEWPIDER,WATER,WATER_1,-45,normal_pool,1
SPECIES_TOTODILE,SPECIES_MARILL,WATER,WATER_1,-64,normal_pool,2
SPECIES_TOTODILE,SPECIES_PALPITOAD,WATER,WATER_1,70,normal_pool,2
SPECIES_TOTODILE,SPECIES_POLIWHIRL,WATER,WATER_1,71,normal_pool,3
SPECIES_TOTODILE,SPECIES_WARTORTLE,WATER,"MONSTER,WATER_1",91,normal_pool,3
SPECIES_TOTODILE,SPECIES_CROCONAW,WATER,"MONSTER,WATER_1",91,normal_pool,3
SPECIES_TOTODILE,SPECIES_MARSHTOMP,WATER,"MONSTER,WATER_1",91,normal_pool,3
SPECIES_TOTODILE,SPECIES_PRINPLUP,WATER,WATER_1,91,normal_pool,3
SPECIES_TOTODILE,SPECIES_FROGADIER,WATER,WATER_1,91,normal_pool,3
SPECIES_TOTODILE,SPECIES_LOTAD,WATER,WATER_1,-94,normal_pool,3
SPECIES_TOTODILE,SPECIES_CORSOLA,WATER,WATER_1,96,normal_pool,3
SPECIES_TOTODILE,SPECIES_SEALEO,WATER,WATER_1,96,normal_pool,3
SPECIES_TOTODILE,SPECIES_BIBAREL,WATER,WATER_1,96,normal_pool,3
SPECIES_TOTODILE,SPECIES_PYUKUMUKU,WATER,WATER_1,96,normal_pool,3
SPECIES_TOTODILE,SPECIES_QUAXWELL,WATER,WATER_1,96,normal_pool,3
SPECIES_TOTODILE,SPECIES_WOOPER,WATER,WATER_1,-104,normal_pool,3
SPECIES_TOUCANNON,SPECIES_STARAPTOR,"FLYING,NORMAL",FLYING,0,normal_pool,1
SPECIES_TOUCANNON,SPECIES_BOMBIRDIER,FLYING,FLYING,0,normal_pool,1
SPECIES_TOUCANNON,SPECIES_UNFEZANT,"FLYING,NORMAL",FLYING,3,normal_pool,1
SPECIES_TOUCANNON,SPECIES_UNFEZANT_FEMALE,"FLYING,NORMAL",FLYING,3,normal_pool,1
SPECIES_TOUCANNON,SPECIES_ALTARIA,FLYING,FLYING,5,normal_pool,1
SPECIES_TOUCANNON,SPECIES_SIGILYPH,FLYING,FLYING,5,normal_pool,1
SPECIES_TOUCANNON,SPECIES_KILOWATTREL,FLYING,FLYING,5,normal_pool,1
SPECIES_TOUCANNON,SPECIES_PIDGEOT,"FLYING,NORMAL",FLYING,-6,normal_pool,1
SPECIES_TOUCANNON,SPECIES_ORICORIO,FLYING,FLYING,-9,normal_pool,1
SPECIES_TOUCANNON,SPECIES_CORVIKNIGHT,FLYING,FLYING,10,normal_pool,1
SPECIES_TOUCANNON,SPECIES_CRAMORANT,FLYING,FLYING,-10,normal_pool,1
SPECIES_TOUCANNON,SPECIES_SWANNA,FLYING,FLYING,-12,normal_pool,1
SPECIES_TOUCANNON,SPECIES_TALONFLAME,FLYING,FLYING,14,normal_pool,1
SPECIES_TOUCANNON,SPECIES_DODRIO,"FLYING,NORMAL",FLYING,-15,normal_pool,1
SPECIES_TOUCANNON,SPECIES_XATU,FLYING,FLYING,-15,normal_pool,1
SPECIES_TOUCANNON,SPECIES_HAWLUCHA,FLYING,FLYING,15,normal_pool,1
SPECIES_TOUCANNON,SPECIES_FLAMIGO,FLYING,FLYING,15,normal_pool,1
SPECIES_TOUCANNON,SPECIES_SKARMORY,FLYING,FLYING,-20,normal_pool,1
SPECIES_TOUCANNON,SPECIES_HONCHKROW,FLYING,FLYING,20,normal_pool,1
SPECIES_TOUCANNON,SPECIES_BRAVIARY,"FLYING,NORMAL",FLYING,25,normal_pool,1
SPECIES_TOUCANNON,SPECIES_MANDIBUZZ,FLYING,FLYING,25,normal_pool,1
SPECIES_TOUCANNON,SPECIES_BRAVIARY_HISUIAN,FLYING,FLYING,25,normal_pool,1
SPECIES_TOUCANNON,SPECIES_GOLBAT,FLYING,FLYING,-30,normal_pool,1
SPECIES_TOUCANNON,SPECIES_AERODACTYL,FLYING,FLYING,30,normal_pool,1
SPECIES_TOUCANNON,SPECIES_SWELLOW,"FLYING,NORMAL",FLYING,-30,normal_pool,1
SPECIES_TOUCANNON,SPECIES_NOCTOWL,"FLYING,NORMAL",FLYING,-33,normal_pool,1
SPECIES_TOUCANNON,SPECIES_FEAROW,"FLYING,NORMAL",FLYING,-43,normal_pool,1
SPECIES_TOUCANNON,SPECIES_PELIPPER,FLYING,FLYING,-45,normal_pool,1
SPECIES_TOUCANNON,SPECIES_CROBAT,FLYING,FLYING,50,normal_pool,2
SPECIES_TOUCANNON,SPECIES_NOIVERN,FLYING,FLYING,50,normal_pool,2
SPECIES_TOUCANNON,SPECIES_TOGEKISS,FLYING,FLYING,60,normal_pool,2
SPECIES_TOUCANNON,SPECIES_SWOOBAT,FLYING,FLYING,-60,normal_pool,2
SPECIES_TOUCANNON,SPECIES_DARTRIX,FLYING,FLYING,-65,normal_pool,2
SPECIES_TOUCANNON,SPECIES_SQUAWKABILLY,"FLYING,NORMAL",FLYING,-68,normal_pool,2
SPECIES_TOUCANNON,SPECIES_CHATOT,"FLYING,NORMAL",FLYING,-74,normal_pool,3
SPECIES_TOUCANNON,SPECIES_TOGETIC,FLYING,FLYING,-80,normal_pool,3
SPECIES_TOUCANNON,SPECIES_MURKROW,FLYING,FLYING,-80,normal_pool,3
SPECIES_TOUCANNON,SPECIES_ARCHEOPS,FLYING,FLYING,82,normal_pool,3
SPECIES_TOUCANNON,SPECIES_ARCHEN,FLYING,FLYING,-84,normal_pool,3
SPECIES_TOUCANNON,SPECIES_FLETCHINDER,FLYING,FLYING,-103,normal_pool,3
SPECIES_TOXAPEX,SPECIES_OMASTAR,WATER,WATER_1,0,normal_pool,1
SPECIES_TOXAPEX,SPECIES_KABUTOPS,WATER,WATER_1,0,normal_pool,1
SPECIES_TOXAPEX,SPECIES_FLOATZEL,WATER,WATER_1,0,normal_pool,1
SPECIES_TOXAPEX,SPECIES_CARRACOSTA,WATER,WATER_1,0,normal_pool,1
SPECIES_TOXAPEX,SPECIES_DRAGALGE,POISON,WATER_1,-1,normal_pool,1
SPECIES_TOXAPEX,SPECIES_GOLDUCK,WATER,WATER_1,5,normal_pool,1
SPECIES_TOXAPEX,SPECIES_SLOWBRO,WATER,WATER_1,-5,normal_pool,1
SPECIES_TOXAPEX,SPECIES_POLITOED,WATER,WATER_1,5,normal_pool,1
SPECIES_TOXAPEX,SPECIES_SLOWKING,WATER,WATER_1,-5,normal_pool,1
SPECIES_TOXAPEX,SPECIES_CLAWITZER,WATER,WATER_1,5,normal_pool,1
SPECIES_TOXAPEX,SPECIES_SLOWBRO_GALARIAN,POISON,WATER_1,-5,normal_pool,1
SPECIES_TOXAPEX,SPECIES_SLOWKING_GALARIAN,POISON,WATER_1,-5,normal_pool,1
SPECIES_TOXAPEX,SPECIES_MANTINE,WATER,WATER_1,-10,normal_pool,1
SPECIES_TOXAPEX,SPECIES_HUNTAIL,WATER,WATER_1,-10,normal_pool,1
SPECIES_TOXAPEX,SPECIES_GOREBYSS,WATER,WATER_1,-10,normal_pool,1
SPECIES_TOXAPEX,SPECIES_RELICANTH,WATER,WATER_1,-10,normal_pool,1
SPECIES_TOXAPEX,SPECIES_DREDNAW,WATER,WATER_1,-10,normal_pool,1
SPECIES_TOXAPEX,SPECIES_SEISMITOAD,WATER,WATER_1,14,normal_pool,1
SPECIES_TOXAPEX,SPECIES_POLIWRATH,WATER,WATER_1,15,normal_pool,1
SPECIES_TOXAPEX,SPECIES_OCTILLERY,WATER,WATER_1,-15,normal_pool,1
SPECIES_TOXAPEX,SPECIES_LUDICOLO,WATER,WATER_1,-15,normal_pool,1
SPECIES_TOXAPEX,SPECIES_DEWGONG,WATER,WATER_1,-20,normal_pool,1
SPECIES_TOXAPEX,SPECIES_GASTRODON,WATER,WATER_1,-20,normal_pool,1
SPECIES_TOXAPEX,SPECIES_CRAMORANT,WATER,WATER_1,-20,normal_pool,1
SPECIES_TOXAPEX,SPECIES_SWANNA,WATER,WATER_1,-22,normal_pool,1
SPECIES_TOXAPEX,SPECIES_ALOMOMOLA,WATER,WATER_1,-25,normal_pool,1
SPECIES_TOXAPEX,SPECIES_CRAWDAUNT,WATER,WATER_1,-27,normal_pool,1
SPECIES_TOXAPEX,SPECIES_BLASTOISE,WATER,WATER_1,35,normal_pool,1
SPECIES_TOXAPEX,SPECIES_FERALIGATR,WATER,WATER_1,35,normal_pool,1
SPECIES_TOXAPEX,SPECIES_WALREIN,WATER,WATER_1,35,normal_pool,1
SPECIES_TOXAPEX,SPECIES_EMPOLEON,WATER,WATER_1,35,normal_pool,1
SPECIES_TOXAPEX,SPECIES_GRENINJA,WATER,WATER_1,35,normal_pool,1
SPECIES_TOXAPEX,SPECIES_PRIMARINA,WATER,WATER_1,35,normal_pool,1
SPECIES_TOXAPEX,SPECIES_INTELEON,WATER,WATER_1,35,normal_pool,1
SPECIES_TOXAPEX,SPECIES_QUAQUAVAL,WATER,WATER_1,35,normal_pool,1
SPECIES_TOXAPEX,SPECIES_LAPRAS,WATER,WATER_1,40,normal_pool,1
SPECIES_TOXAPEX,SPECIES_SWAMPERT,WATER,WATER_1,40,normal_pool,1
SPECIES_TOXAPEX,SPECIES_ARAQUANID,WATER,WATER_1,-41,normal_pool,1
SPECIES_TOXAPEX,SPECIES_KINGDRA,WATER,WATER_1,45,normal_pool,1
SPECIES_TOXAPEX,SPECIES_MILOTIC,WATER,WATER_1,45,normal_pool,1
SPECIES_TOXAPEX,SPECIES_SEADRA,WATER,WATER_1,-55,normal_pool,2
SPECIES_TOXAPEX,SPECIES_PELIPPER,WATER,WATER_1,-55,normal_pool,2
SPECIES_TOXAPEX,SPECIES_QUAGSIRE,WATER,WATER_1,-65,normal_pool,2
SPECIES_TOXAPEX,SPECIES_CLODSIRE,POISON,WATER_1,-65,normal_pool,2
SPECIES_TOXAPEX,SPECIES_AZUMARILL,WATER,WATER_1,-75,normal_pool,3
SPECIES_TOXAPEX,SPECIES_BRIONNE,WATER,WATER_1,-75,normal_pool,3
SPECIES_TOXAPEX,SPECIES_DRIZZILE,WATER,WATER_1,-75,normal_pool,3
SPECIES_TOXAPEX,SPECIES_CORSOLA,WATER,WATER_1,-85,normal_pool,3
SPECIES_TOXAPEX,SPECIES_SEALEO,WATER,WATER_1,-85,normal_pool,3
SPECIES_TOXAPEX,SPECIES_BIBAREL,WATER,WATER_1,-85,normal_pool,3
SPECIES_TOXAPEX,SPECIES_PYUKUMUKU,WATER,WATER_1,-85,normal_pool,3
SPECIES_TOXAPEX,SPECIES_QUAXWELL,WATER,WATER_1,-85,normal_pool,3
SPECIES_TOXAPEX,SPECIES_WARTORTLE,WATER,WATER_1,-90,normal_pool,3
SPECIES_TOXAPEX,SPECIES_CROCONAW,WATER,WATER_1,-90,normal_pool,3
SPECIES_TOXAPEX,SPECIES_MARSHTOMP,WATER,WATER_1,-90,normal_pool,3
SPECIES_TOXAPEX,SPECIES_PRINPLUP,WATER,WATER_1,-90,normal_pool,3
SPECIES_TOXAPEX,SPECIES_FROGADIER,WATER,WATER_1,-90,normal_pool,3
